title,description,ingredients,is_main_dish,recommended_side_dishes
fish tacos,breaded pan-fried fish tacos served in crunchy tortilla shell with mayo and sriracha aoili,"fish (cheap is fine - usually dover sole),crunchy taco shells,mayo,breadcrumbs (panko best),sriracha",yes,pinto beans,pico
chicken parm (chicky chicky parm parm),parmesan and breaded chicken pan fried and cooked in oven - served over arugula and lemon olive oil vinaigrette,"chicken breasts,grated parmesan,breadcrumbs - regular,lemons,olive oil,arugula",yes

